uid,label,stddev_step_speed,chi,squarederr
lab_2_19,1,1.9734824406967584,180.62948361595977,7225.179344638394
lab_2_20,1,3.3808715892768104,90314.08059336786,2438480.176020933
lab_3_0,1,3.4432540437426793,33246.68135243692,2460254.420080332
lab_3_1,0,0.7710666508327243,56.15744025119113,16847.23207535733
lab_3_2,0,0.023423334206201123,384195.13500897586,115258540.50269271
lab_3_3,0,0.04584770217777604,54900.803144530044,16470240.943359023
lab_3_4,0,0.022095498499940684,2406911.489130453,722073446.7391357
lab_3_5,0,0.08643334260724865,inf,inf
lab_3_6,0,0.05095832368886586,123410.8084790037,37023242.54370108
lab_3_7,0,0.03131220366200077,10875.932010119066,3262779.6030357215
lab_3_8,0,0.05151487118882423,89695.0027542621,26908500.826278646
lab_3_9,0,0.06489654258815691,212421.10420758082,63726331.26227459
lab_3_10,0,0.05078300935617203,203717.95592743685,61115386.778231055
lab_3_11,0,0.0026093897032862814,240407.0826892227,72122124.80676676
lab_3_12,1,1.7401833126982893,1193611.9852607711,4774447.9410430845
lab_3_13,1,2.7256271704855126,217.57110700227258,13924.550848145445
lab_3_14,1,3.3503210302491664,23105.106150793654,808678.7152777781
lab_4_0,1,2.2315150723867685,2727.1955918553626,125450.9972253467
lab_4_1,0,0.22029643080499095,792.0662921658752,238411.95394192854
lab_4_2,0,0.08327951213036437,55.51180315416018,16709.052749402206
lab_4_3,0,0.11445269348028264,862.3226766772942,259559.1256798659
lab_4_4,0,0.11724769702126003,338736.3200483313,74860726.73068124
lab_4_5,0,0.10552300143962459,56.858460652304814,17114.396656343735
lab_4_6,0,0.15260563674991057,24484.88014319597,6464008.357803736
lab_4_7,0,0.7980954908433349,141599.44612921606,23505508.057449866
lab_4_8,0,0.06534828485846363,467184.9228459174,17285842.145298943
lab_4_9,0,0.1022560910960443,114145.95349798688,34357932.00289406
lab_4_10,0,0.014540197288496589,420401.72605567245,6726427.616890759
lab_4_11,0,0.24010150506345102,149347.85167784867,5227174.808724703
lab_4_12,1,7.603189794550827,193424.91870532982,23404415.16334491
lab_4_13,0,0.08801519073872449,171326.10002021954,48142634.105681755
lab_4_14,0,0.10177250875431253,31.96279539245407,3420.019106992586
lab_4_15,0,0.5340506611687529,3786.06919054554,314243.74281527963
lab_4_16,0,0.1614119970530834,423462.8206988534,45733984.63547617
lab_4_17,0,0.10110133985637274,75167.3353296404,12026773.652742455
lab_4_18,0,4.569754728171043,116645.44924349373,12714353.96754081
lab_4_19,0,0.2091787517687959,215627.45224674934,19190843.24996069
lab_4_20,0,0.2589097902980689,24946.95195514187,823249.4145196818
lab_4_21,0,0.10156664371928166,517967.42371879343,16574957.55900139
lab_4_22,0,0.41706259305805327,2026.551472174412,54716.889748709116
lab_4_23,0,0.21247907336471347,68021.32748421961,1428447.877168612
lab_5_0,0,39.79983635917988,156799.65559927697,47039896.6797831
lab_5_1,0,0.10708274080386208,450001.36972222984,19800060.26777812
lab_5_2,0,0.1365891922451599,4469.264519667749,1340779.3559003235
lab_5_3,0,0.026292469035726445,70108.79616961305,3996201.381667944
lab_5_4,0,0.12260356573807803,71783.03072766968,2225273.9525577603
lab_5_5,0,0.1384964337679164,369238.8275131191,25477479.098405205
lab_5_6,1,0.4819834933197717,56164.429796321776,3089043.6387976976
lab_5_7,0,0.0006090832715265437,321980.11614107917,2253860.8129875544
lab_5_8,0,0.09587661147123337,318598.79218712635,95579637.65613782
lab_5_9,1,0.5201325292837493,290682.14565648785,12208650.117572494
lab_5_10,0,0.20333172402284114,190025.8537166409,21472921.469980426
lab_5_11,0,0.27064795656912755,308699.27169812913,48774484.92830439
lab_5_12,0,0.2760604813928626,339903.0789397999,46906624.89369241
lab_5_13,0,0.11572092780693073,154137.48314657487,46241244.94397251
lab_5_14,0,0.0003435427913795538,693436.033852873,7627796.372381604
lab_5_15,0,0.22790986409694186,115642.67269057325,34692801.80717196
lab_5_16,0,0.1942536650077342,199502.1333272608,48479018.39852441
lab_5_17,0,0.04458225255686794,57194.25870499903,5605037.353089901
lab_5_18,0,0.19806375714784516,251189.37476088307,62797343.69022074
lab_5_19,0,1.2015237569753292,161039.8232516776,48311946.9755033
lab_5_20,0,0.17169865018511138,159990.53300388868,47997159.90116662
lab_5_21,0,0.09544243663576281,23.41811712584648,6931.762669250563
lab_5_22,0,0.1933189298129439,161384.6317666602,45510466.158198185
lab_5_23,0,0.08995459662899596,32.27452576217472,9230.514367981958
lab_5_24,1,0.7109196352745999,11687.485502053147,432436.9635759664
lab_5_25,1,0.09335400950635356,1187.4715094726996,13062.186604199695
lab_5_26,0,0.09973611115097425,443566.40993786027,40364543.30434528
lab_5_27,0,0.5063684673697809,152522.88839070417,38130722.09767604
lab_5_28,0,0.11134080424283026,24090.008688830807,4456651.607433701
lab_5_29,0,0.10670668212859624,244490.52940820032,60389160.7638255
lab_5_30,0,0.13505426231306875,17107.72302055895,2720127.9602688747
lab_5_31,0,0.09605969731004248,68161.31156538289,2658291.151049933
lab_5_32,0,0.0463694203133856,148.62506339735026,34778.26483497995
lab_5_33,0,0.13702301296698435,429852.86731826665,23212054.83518639
lab_5_34,0,0.09677918565307964,11.295430294984563,2417.2220831266964
lab_5_35,0,0.22367706576133142,24.190790975792062,4813.967404182625
lab_5_36,0,0.04634247257883517,118125.76740771577,22680147.342281446
lab_5_37,0,0.03295824043840943,128471.76695781574,17343688.539305132
lab_5_38,0,0.03961297271432089,4.143211148256841,783.0669070205428
lab_5_39,1,1.0067608031081912,2900.1778237055846,443727.2070269544
lab_5_40,0,0.054021690772432254,269919.19472969987,43996828.74094109
lab_5_41,0,0.1144445686650364,23432.523009136323,3796068.727480084
lab_5_42,1,1.1688514162401316,2149.415689964594,268676.9612455743
lab_5_43,0,0.2205245267475146,15.869923895412239,1650.4720851228728
lab_5_44,0,0.11575430462092652,2721.1277154770637,106123.98090360552
lab_5_45,0,0.08799943824589314,78491.80141941093,5180458.89368112
lab_5_46,0,0.12236211586666186,93279.15715904931,4943795.329429613
lab_5_47,0,0.000362159530291532,497572.9071038316,11444176.863388123
lab_6_0,0,0.0874493000742711,257945.9088579569,77383772.65738706
lab_6_1,0,0.1094464833131157,53199.86641342143,15959959.924026435
lab_6_2,0,0.07027795619098652,58001.592837186,17400477.851155788
lab_6_3,0,0.2322365052671762,1818320.400606329,436396896.1455186
lab_6_4,0,0.06776415457935829,207761.60136104826,62328480.40831448
lab_6_5,0,0.015011476705587758,73565.17044099995,4634605.737782993
lab_6_6,1,1.3680568268421496,3481.7634117698162,1013193.1528250169
lab_6_7,0,0.0,nan,nan
lab_6_8,0,0.028659462382367076,219488233.9702752,65846470191.08256
lab_6_9,0,0.05848415854613726,418.3877234461789,125516.31703385347
lab_6_10,0,0.08348302915503818,158.7752103352703,47632.563100581094
lab_6_11,0,0.12459510392009687,32757.57307651367,5077423.826859619
lab_6_12,0,0.033076854963404484,5141288.566598741,1542386569.9796228
lab_6_13,0,0.3018825421027893,152161.45905682887,9434010.461523391
lab_6_14,0,1.45190629285632,471618.48894615157,3772947.9115692126
lab_6_15,1,2.1498915858373606,4528.541115464843,1046092.9976723775
lab_6_16,0,0.022578625965534515,2087273.466620045,626182039.986013
lab_6_17,0,0.214877995130108,132593817.81333435,32618079182.080288
lab_6_18,0,0.0,nan,nan
lab_6_19,1,1.1895612228985328,277842.7279644821,22227418.23715858
lab_6_20,0,0.22692035345377276,11482.74376646837,2767341.247718877
lab_6_21,0,0.04049886625042931,173058.43459214145,51917530.37764242
lab_6_22,1,5.190091000906411,52145.1707769834,10011872.78918081
lab_6_23,0,0.00037122278591119354,301171.1817484576,2710540.6357361185
lab_6_24,0,0.6673849423659602,870.270371906896,27848.651901020672
lab_6_25,0,0.0859974836079878,63687.65845907112,7451456.03971132
lab_6_26,0,0.7488644993449548,426523.4605082311,15354844.57829632
lab_6_27,0,0.10498138981350523,91759.94903179072,1376399.2354768603
lab_6_28,0,0.06245940509952685,207.96895325222215,60103.02748989221
lab_6_29,1,2.881764953650816,54202.14345817919,13008514.429963011
lab_6_30,1,0.10471168963473369,34918.95170352604,1326920.1647339899
lab_6_31,0,0.05568267420818527,129004.24612596896,11223369.412959294
lab_6_32,0,0.1647244271798634,1276187.3114684287,271827897.3427754
lab_6_33,1,0.9201213072211062,115044.96659516032,10123957.060374113
lab_6_34,0,0.44162676221443015,68.42258147830309,12316.064666094553
lab_6_35,1,1.0278963563515144,2110.3063034113425,82301.94583304234
lab_6_36,1,1.0137493078613031,2959.117843965437,144996.77435430646
lab_6_37,0,0.08447172126457256,19454.4581321723,2898714.2616936746
lab_6_38,1,1.1517759655965012,1133.4912856501248,53274.090425555856
lab_6_39,0,1.5559914919087758,350946.8268645446,26321012.014840845
lab_6_40,0,0.652431956193661,5113.702921111964,388641.42200450925
lab_6_41,0,0.38543861631735027,43808.74849643043,700939.9759428869
lab_7_0,0,0.00010632540408188617,2205919.8273008415,13235518.96380505
lab_7_1,0,0.5811520542006074,74324.17410537848,16351318.303183272
lab_7_2,0,0.325765685053542,371570.434431135,71713093.84520902
lab_7_3,0,0.180673008634435,125292.75192918765,12153396.937131202
lab_7_4,0,0.25382191622173866,1392674.023623979,52921612.897711195
lab_7_5,0,0.10838826480727151,1000535.8099243216,101054116.80235651
lab_7_6,0,0.5314543478260347,222.5121087603767,7787.923806613185
lab_7_7,0,0.9828230324002742,1425694.556358305,101224313.50143966
lab_7_8,0,0.20194490692019415,287299.6226588934,59471021.890390895
lab_7_9,0,0.16835428924868065,161019.5118189224,23669868.237381592
lab_7_10,0,49.447503588066944,14.480821647469515,1216.3890183874398
lab_7_11,0,0.05016383595438284,32.24675420110932,935.15587183217
lab_7_12,0,0.22213889605977952,1610230.6288092046,90172915.21331546
lab_7_13,0,0.4692838971225706,1315950.0818047272,76325104.74467418
lab_7_14,0,0.19654729664793724,55.00729056788079,1155.1531019254962
lab_7_15,1,1.19660723365552,555954.6948886892,25017961.269991014
lab_8_0,0,0.010222001568217606,1860.4335963612257,117207.31657075723
lab_8_1,0,0.08986973870113324,1349243.153915079,168655394.23938504
lab_8_2,0,0.055114264353677354,49864.4444299466,17103504.439471696
lab_8_3,1,2.2466757712800325,1726715.3852983275,51801461.55894982
lab_8_4,0,0.2454188718659996,1800678.613428361,93635287.8982748
lab_8_5,0,0.07671655455486628,157.99900360555804,51981.67218622854
lab_8_6,0,0.0627213327463854,599952.7236657063,17998581.70997119
lab_8_7,0,0.5516682335787414,803609.3691396134,234653935.7887673
lab_8_8,0,0.08182235696492164,380748.34333275084,91760350.74319303
lab_8_9,0,0.10086239797225639,8.612069831753352,1309.03461442651
lab_8_10,0,0.04658112850591954,633878.7699084653,72262179.76956505
lab_9_0,1,1.8261314850248058,76837.58482711617,15674867.304731695
lab_9_1,0,0.09638302349006135,192014395.44354483,57796333028.50695
lab_9_2,0,0.12219454880851874,127505.07364917427,38379027.168401465
lab_9_3,0,0.11803418636514301,64037.647008354754,19275331.749514785
lab_9_4,0,0.11519997200860436,19203503.076739274,5780254426.098527
lab_9_5,0,0.21363981938155266,36472.55930508989,10978240.350832047
lab_9_6,0,0.13571800568661965,282900.8505504705,85153156.01569168
lab_9_7,0,0.32337951451045016,11776137.712434141,1224718322.0931509
lab_9_8,0,0.7231841017371876,19831.0157845852,1269185.0102134529
lab_10_0,0,0.14973793795539417,12544.837098851078,2847678.021439195
lab_10_1,0,0.1637175696128063,59412.99107606623,16397985.53699428
lab_10_2,0,0.11441947012132894,38436.12999595954,11530838.998787858
lab_10_3,0,0.11612246571585197,44996.528569279755,13498958.570783932
lab_10_4,0,0.08957063940140092,32149.36494157197,9644809.482471574
lab_10_5,0,0.25133492901268595,7640.7699788427,2261667.9137374377
lab_10_6,1,0.7306948421643541,10478815.916858202,1928102128.70191
lab_10_7,0,0.11897461537305477,31557.993564468055,3818517.221300637
lab_10_8,0,0.20320743373599115,27906.635945627593,2148810.967813324
lab_11_0,0,0.2684291482473497,150824.78218583294,10859384.317379974
lab_11_1,0,0.23340624866460624,38224.199745238526,5542508.963059585
lab_11_2,0,0.12510903797994044,357.6254513367608,107287.63540102832
lab_11_3,0,0.0618773964885009,16403.10662429215,4920931.987287645
lab_11_4,0,0.5784594961141303,449.6062745140994,35069.28941209975
lab_11_5,0,0.4473710704319486,60231.81256078725,8673381.008753363
lab_11_6,0,0.4437246556006834,57542779.82020569,9437015890.513735
lab_11_7,0,0.0864373880753188,4967540.508217251,1490262152.465175
lab_11_8,0,0.3392314912507225,4775.181168435361,902509.2408342835
lab_11_9,0,0.34520312962899613,6415.70509804061,834041.6627452795
lab_11_10,0,0.10140631094952365,36268.34449989175,10880503.349967515
lab_11_11,0,0.17194487882520407,90088.59197565955,22432059.401939224
lab_11_12,0,0.4113544679090478,30360.624104913404,8197368.508326626
lab_11_13,0,0.5338490197733701,140892.23436314953,13102977.795772906
lab_11_14,1,1.4869315657071067,182229.77217998359,25329938.333017714
lab_11_15,0,0.09137072071844922,69.20687474572735,10519.444961350557
lab_11_16,0,0.00045839841182075333,8601.791037648969,1135436.4169696644
lab_11_17,0,0.00031278453886586364,238131.53054872426,71439459.16461737
lab_11_18,1,2.414009981648015,8817.12662361597,1234397.7273062363
lab_11_19,1,1.892253723232927,135928.78220406297,6252723.981386897
lab_11_20,1,2.1828862313204906,86243.6944515692,11642898.75096184
lab_11_21,1,0.6627603461228261,153797.1445698185,16456294.468970591
lab_11_22,0,0.002909247226460376,25312128.592994444,7568326449.305326
lab_11_23,0,0.18357072562083906,235.02676629280333,55936.37037768726
lab_11_24,0,0.014763073775660869,15129.363156220503,4448032.767928828
lab_11_25,1,1.341445669037364,1137347.7142737226,213821370.28346026
lab_11_26,1,2.6148164788270223,429743.88111563306,27933352.27251615
lab_11_27,1,1.352296843842656,917265.8893226308,144010744.62365302
lab_11_28,0,0.8555566391866027,37657.75446702516,1468652.424213981
lab_11_29,1,2.104696005832072,8384.098074203617,1517521.7514308563
lab_11_30,1,2.4399219834951467,4085.2855492598705,735351.3988667768
lab_11_31,1,0.5973949086118792,1839319.822997867,71733473.09691678
lab_11_32,1,2.5310199974673417,14598.478030727938,3197066.688729418
lab_11_33,0,0.1617586799956292,21687.944797439795,4489404.573070042
lab_11_34,0,1.527679655318183,924.4234346745895,134041.3980278155
lab_11_35,0,0.9242678063207205,41513.73457803939,1868118.0560117727
lab_11_36,1,1.784738189993327,32554.599656586164,4492534.752608889
lab_11_37,0,0.5114557831892851,404.0819325539424,50106.159636688855
lab_11_38,1,0.8637154763252034,9862.367536511,966512.018578078
lab_11_39,0,1.15817580727535,106891.71557231896,3206751.467169569
lab_11_40,1,1.0097732814399218,854.9743959535405,18809.43671097789
lab_12_0,0,0.21688474489452728,4961.458752867559,466377.12276955077
lab_12_1,0,0.08925059435182435,5590.653552328542,721194.3082503818
lab_12_2,0,0.1039669103061952,57781.195595132674,17334358.67853978
lab_12_3,0,0.13725454785633215,57638.39253362096,17291517.760086305
lab_12_4,0,0.20769711989799586,35129.6014470712,7623123.514014448
lab_12_5,0,0.16534661571346226,36051.265958852564,6921843.064099691
lab_12_6,0,0.10310214960059146,53917.182754349364,7386654.037345866
lab_12_7,0,0.15394320306041628,58647.07739662908,15952005.051883115
lab_12_8,0,0.12385072434826694,697.4204612735781,19527.772915660185
lab_12_9,0,0.3767976850734166,713.401548417465,146247.31742558035
lab_12_10,0,0.0,nan,nan
lab_12_11,0,0.09144574955813624,18847.638175769607,5654291.452730884
lab_12_12,0,0.11230982171151897,5883.284912943835,776593.6085085863
lab_12_13,0,0.19857547335908932,36680.512551735635,3961495.3555874494
lab_12_14,0,0.051053527437022926,529.9670838166546,46637.10337586559
lab_12_15,0,0.07139055186997867,7647.0594421068645,1338235.4023687018
lab_12_16,1,0.7993751940656904,238346.06266609163,55296286.538533255
lab_12_17,0,0.13304355542328905,35617.405754542066,7622124.831472
lab_12_18,0,0.07515954352276963,4912.870445545321,412681.11742580676
lab_12_19,0,0.3226891032053304,12714.80093128547,254296.01862570937
lab_13_0,1,0.6553639535292173,103051.12270165667,30606183.44239207
lab_13_1,1,1.7062107178501449,501537.43465583114,150461230.3967494
lab_13_2,1,1.3039318754367442,5337408.5222496,1601222556.6748788
lab_13_3,1,1.147657282640144,1028995.7470308896,308698724.10926706
lab_13_4,1,0.8877008824998971,163979666.0251652,5247349312.805286
lab_13_5,0,0.37909413798080716,21638.674362612703,4068070.7801711895
lab_13_6,0,0.5693195886961587,68031.29541560571,18844668.83012277
lab_13_7,0,0.6660287763498637,179903.80833930522,53971142.50179153
lab_13_8,0,0.5369640493474375,675337.2595083881,202601177.85251644
lab_13_9,0,0.22882632921275506,971070.9470654344,201982756.98961017
lab_13_10,0,0.4565811365332294,864284.8475625558,259285454.26876703
lab_13_11,0,0.44864472485502754,2926.174937512794,254577.2195636131
lab_13_12,0,0.7107674069024774,672219.4358949426,161332664.61478627
lab_13_13,1,2.253214206900506,6266106.80204161,1403607923.6573207
lab_13_14,1,2.4311872107814843,5825.940449321723,984583.9359353712
lab_13_15,0,0.8299953724611234,1019652.9134830862,143771060.8011151
lab_13_16,0,1.1975352131522654,291598.0838298859,37616152.8140553
lab_13_17,1,1.1067559465391277,16076133014.52044,1945212094756.9731
lab_13_18,1,1.6988454725875197,1585.2962719134791,26950.03662252915
lab_13_19,1,0.409592768226618,394691.55166668433,20129269.13500091
lab_13_20,1,2.770724841481452,625056.4023444836,14376297.253923116
lab_14_0,1,2.931763916497801,21574.032021360214,1423886.113409774
lab_14_1,1,1.8351843538454162,7796.116505850935,506747.5728803106
lab_14_2,1,0.5905913821294498,inf,inf
lab_14_3,0,1.5234231313471864,15585.97183920437,529923.0425329484
lab_14_4,0,1.3424150351366453,147396.43128574803,12233903.79671709
lab_14_5,1,3.304507144154255,1389077.5735845824,66675723.53205996
lab_14_6,1,4.58982590243136,636.0509129375171,12721.018258750346
lab_15_0,0,0.3453543566011864,37886.7205710533,11366016.171316005
lab_15_1,0,0.22698212534056142,611091.6199744995,183327485.9923495
lab_15_2,1,0.25582080868775875,inf,inf
lab_15_3,1,0.24797159411828743,21744.15433697793,6523246.301093378
lab_15_4,1,0.9447313919475733,1337221.1468458916,401166344.05376744
lab_15_5,1,0.5071814781322085,1592.6603815043975,477798.1144513195
lab_15_6,1,0.32211022327875527,359.38869413118925,107816.60823935672
lab_15_7,0,0.050549790151245916,nan,nan
lab_15_8,0,0.06773215985651854,67893074.4690812,20367922340.72435
lab_15_9,0,0.025848950371716653,26801.758733533494,8040527.620060046
lab_15_10,0,0.018710338513597557,847875.161260653,254362548.3781959
lab_15_11,0,0.11005802389327346,3264373.088659878,979311926.5979642
lab_15_12,0,0.03860934211146311,68249.89027783982,20474967.083351992
lab_15_13,0,0.06166830559213006,29647.871840651555,8894361.552195469
lab_15_14,0,0.022191496682627446,8335.5353329925,2500660.5998977497
lab_15_15,1,0.4670426641181282,62896478.9647672,18617357773.571106
lab_15_16,1,0.2266380566847085,26.910614718750004,6027.977697000002
lab_15_17,1,0.5505088968063702,719874.0958175083,43912319.844868004
lab_15_18,1,1.4727874525339126,44.53830172597477,578.9979224376722
lab_16_0,1,1.2313102241666105,1431.247512467985,356380.6306045282
lab_16_1,1,2.117105919252458,2227437.2698972756,191559605.21116567
lab_16_2,0,2.2143789104021483,152344.0737068781,45855566.18577033
lab_16_3,1,2.6274148343027943,149574.20889441445,45021836.87721878
lab_16_4,1,2.1976579568884476,48072.06269792742,12114159.799877707
lab_16_5,0,0.3823192040102759,60048.74436031672,8526921.699164972
lab_16_6,0,0.19135199107975565,14003.98367510983,924262.922557248
lab_16_7,1,1.5580358874873326,261825.03890067546,52365007.78013512
lab_16_8,1,3.7813733129238685,125160.02422965775,3003840.5815117853
lab_16_9,0,0.2217040365498584,63936.221892781796,4603407.976280289
lab_17_0,0,0.2136050204206671,96742.02203027152,29119348.631111693
lab_17_1,0,0.2316959346948513,185124.83749859687,55722576.08707761
lab_17_2,0,0.20521107377936695,43954.82771766764,13230403.143017953
lab_17_3,0,0.17907838072289267,1754.7152604647304,278999.72641389223
lab_17_4,0,0.20415418277497424,6906.309625054739,2078799.197141478
lab_17_5,0,0.2149021027185002,232499.10121528906,14414944.275347924
lab_17_6,0,0.3742680512998533,9.224995502045026,387.44981108589104
lab_17_7,0,0.20652730401501637,526830.1109319045,136448998.73136318
lab_17_8,0,0.28232468767510166,703205.9116132265,94229592.15617234
lab_17_9,0,0.214240093277056,1185.1110672365296,280871.3229350577
lab_17_10,0,0.1722293886584206,7406.617497561714,2229391.8667660756
lab_17_11,0,0.28757748576771053,333.2378288954573,18661.31841814561
lab_17_12,0,0.23621339300710867,12641.12508881706,3564797.2750464138
lab_17_13,0,0.04154266144383624,475619.9774490942,143161613.21217743
lab_17_14,0,0.014119508539006976,75489.27992343,22722273.256952442
lab_17_15,0,0.00044651985246382624,494.3466257958948,148303.9877387683
lab_17_16,0,0.15662492220874438,1052106.6096799648,178858123.64559412
lab_17_17,1,0.166815087185729,72304.98129875048,20823834.61404016
lab_17_18,0,0.1891172566508879,196492.8093779933,55803957.863350086
lab_17_19,0,0.040549856419866706,585284.5639830602,166220816.1711891
lab_17_20,0,0.13328191886373128,1152.8253850591364,101448.63388520393
lab_17_21,0,0.03687964873362034,1721.4606349787598,487173.3596989883
lab_17_22,0,0.0505885938741209,34776.33953953102,9841704.089687277
lab_17_23,0,0.26111002621290447,3.6920040076007625,103.37611221282133
lab_17_24,0,0.13026291019717062,28340.369322663802,6971730.853375296
lab_17_25,0,0.30060646158174265,391457.94673667924,95515739.00374977
lab_17_26,0,0.14527054568611208,56529.05420593494,11871101.38324634
lab_17_27,0,0.10610683511549363,470691.28093788045,68720927.01693055
lab_17_28,0,0.09866178436960372,542082.5172767795,76975717.45330265
lab_17_29,0,0.11350871867432048,303902.8448620767,35556632.848862976
lab_17_30,0,0.16878601412991548,701.7209933631715,26665.397747800514
lab_18_0,0,0.06606572206253097,20467.26814025153,6140180.442075467
lab_18_1,1,0.3435656563027763,44221.89176018534,13266567.528055606
lab_18_2,0,0.14733086881021182,1844.8076258480585,180791.14733310975
lab_18_3,0,0.12857992563508863,45919.64882431638,11755430.099024992
lab_18_4,0,0.11279053497318593,39465.82485940926,7459040.898428347
lab_18_5,0,0.14001153418892145,55454.92417425713,7763689.384396
lab_18_6,1,0.5925274482579713,272425.7409483512,19614653.34828129
sim_0_0,1,1.2744234452118752,2607624402.2857137,146026966528.0
sim_0_1,1,1.4262104445728807,369216769.5114949,111134247622.95999
sim_0_2,1,1.0579978695593801,95149.53846153847,2473888.0
sim_0_3,1,1.2132700642518386,120288.28309452784,11908540.026358254
sim_0_4,1,1.2558777763966347,1009396.0217496966,303828202.5466586
sim_0_5,1,1.4243892866135062,16011283.877001671,4819396446.977498
sim_0_6,0,0.5530679932474762,59909.52375139032,7967966.658934914
sim_0_7,0,0.5532779610336113,2171.8372093023254,653723.0
sim_0_8,0,0.5889151109207884,9.55128407908429,1193.910509885535
sim_0_9,0,0.5946062121046716,424687.7048506571,127830999.16004787
sim_0_10,0,0.5991006779161812,8914.76905810262,2683345.4864888876
sim_0_11,0,0.573279312266305,270635.4651162797,81461275.0
sim_1_0,1,1.6637170775302434,3690162.3022417263,321044120.29503024
sim_1_1,1,1.0,0.0,0.0
sim_1_2,1,1.282417742511203,495985.16680249636,61998145.85031204
sim_1_3,1,1.0397038326482528,506603.9092862504,54206618.29362881
sim_1_4,1,1.3922543342650915,1658020.997147684,124351574.78607622
sim_1_5,1,1.238216532173,6977478.236825717,2100220949.2845426
sim_1_6,0,0.5287506414886407,381341.1016788052,114783671.6053203
sim_1_7,0,0.5535053125059987,602.001364308561,181202.41065687704
sim_1_8,0,0.6063244013872414,48802.94655838824,14689686.914074868
sim_1_9,0,0.5729316465142632,686845.9994257378,83108365.93051426
sim_1_10,0,0.5352879507143322,762797.4043308082,58735400.13347218
sim_1_11,0,0.5809275661456968,772417.5709032398,87283185.51206613
sim_1_12,0,0.629653100300697,1459082.5122448974,43772475.36734694
sim_1_13,0,0.6218071243311151,7573.7138433370255,2279687.866844447
sim_1_14,0,0.541194878282941,62613.205252921034,18846574.781129234
sim_1_15,0,0.5662510573889576,46828.80913900089,14095471.550839258
sim_2_0,1,1.629101982487041,432298.93179183645,114126917.99304482
sim_2_1,1,1.3691386024934022,2693232.6187027427,126581933.07902895
sim_2_2,1,1.0957116792722656,97670.43300877124,4199828.619377162
sim_2_3,1,1.7315663323936774,4572964.256902679,713382424.0768179
sim_2_4,1,1.3741773241767747,420155.7645105347,83190841.37308587
sim_2_5,1,0.0,inf,inf
sim_2_6,0,0.6037743341540681,28.440086704729282,6143.058728221523
sim_2_7,0,0.5885213840230893,639109.463939579,142521410.45852607
sim_2_8,0,0.5549390448809935,69847.19918082788,5937011.93037037
sim_2_9,0,0.6411409350804148,317556.80357142864,17783181.0
sim_2_10,0,0.5881195597218766,10.227675914642779,715.9373140249947
sim_2_11,0,0.6482461078724754,136021.76396237506,2856457.0432098773
sim_3_0,1,1.277905306656282,1401.5329803234442,347580.1791202141
sim_3_1,1,1.0402181041863268,422.3341145833326,16893.364583333307
sim_3_2,1,1.0930799382707028,7010726.785714285,294450525.0
sim_3_3,1,1.8117455005171585,1043288.0415122871,314029700.49519837
sim_3_4,1,1.6820135861382353,4918289.281433469,1480405073.7114744
