uid,label,chi,squarederr
lab_11_35,0,41513.73457803939,1868118.0560117727
lab_11_36,1,32554.599656586164,4492534.752608889
lab_11_37,0,404.0819325539424,50106.159636688855
lab_11_38,1,9862.367536511,966512.018578078
lab_11_39,0,106891.71557231896,3206751.467169569
lab_11_40,1,854.9743959535405,18809.43671097789
lab_12_0,0,4961.458752867559,466377.12276955077
lab_12_1,0,5590.653552328542,721194.3082503818
lab_12_2,0,57781.195595132674,17334358.67853978
lab_12_3,0,57638.39253362096,17291517.760086305
lab_12_4,0,35129.6014470712,7623123.514014448
lab_12_5,0,36051.265958852564,6921843.064099691
lab_12_6,0,53917.182754349364,7386654.037345866
lab_12_7,0,58647.07739662908,15952005.051883115
lab_12_8,0,697.4204612735781,19527.772915660185
lab_12_9,0,713.401548417465,146247.31742558035
lab_12_10,0,nan,nan
lab_12_11,0,18847.638175769607,5654291.452730884
lab_12_12,0,5883.284912943835,776593.6085085863
lab_12_13,0,36680.512551735635,3961495.3555874494
lab_12_14,0,529.9670838166546,46637.10337586559
lab_12_15,0,7647.0594421068645,1338235.4023687018
lab_12_16,1,238346.06266609163,55296286.538533255
lab_12_17,0,35617.405754542066,7622124.831472
lab_12_18,0,4912.870445545321,412681.11742580676
lab_12_19,0,12714.80093128547,254296.01862570937
lab_13_0,1,103051.12270165667,30606183.44239207
lab_13_1,1,501537.43465583114,150461230.3967494
lab_13_2,1,5337408.5222496,1601222556.6748788
lab_13_3,1,1028995.7470308896,308698724.10926706
lab_13_4,1,163979666.0251652,5247349312.805286
lab_13_5,0,21638.674362612703,4068070.7801711895
lab_13_6,0,68031.29541560571,18844668.83012277
lab_13_7,0,179903.80833930522,53971142.50179153
lab_13_8,0,675337.2595083881,202601177.85251644
lab_13_9,0,971070.9470654344,201982756.98961017
lab_13_10,0,864284.8475625558,259285454.26876703
lab_13_11,0,2926.174937512794,254577.2195636131
lab_13_12,0,672219.4358949426,161332664.61478627
lab_13_13,1,6266106.80204161,1403607923.6573207
lab_13_14,1,5825.940449321723,984583.9359353712
lab_13_15,0,1019652.9134830862,143771060.8011151
lab_13_16,0,291598.0838298859,37616152.8140553
lab_13_17,1,16076133014.52044,1945212094756.9731
lab_13_18,1,1585.2962719134791,26950.03662252915
lab_13_19,1,394691.55166668433,20129269.13500091
lab_13_20,1,625056.4023444836,14376297.253923116
lab_14_0,1,21574.032021360214,1423886.113409774
lab_14_1,1,7796.116505850935,506747.5728803106
lab_14_2,1,inf,inf
lab_14_3,0,15585.97183920437,529923.0425329484
lab_14_4,0,147396.43128574803,12233903.79671709
lab_14_5,1,1389077.5735845824,66675723.53205996
lab_14_6,1,636.0509129375171,12721.018258750346
lab_15_0,0,37886.7205710533,11366016.171316005
lab_15_1,0,611091.6199744995,183327485.9923495
lab_15_2,1,inf,inf
lab_15_3,1,21744.15433697793,6523246.301093378
lab_15_4,1,1337221.1468458916,401166344.05376744
lab_15_5,1,1592.6603815043975,477798.1144513195
lab_15_6,1,359.38869413118925,107816.60823935672
lab_15_7,0,nan,nan
lab_15_8,0,67893074.4690812,20367922340.72435
lab_15_9,0,26801.758733533494,8040527.620060046
lab_15_10,0,847875.161260653,254362548.3781959
lab_15_11,0,3264373.088659878,979311926.5979642
lab_15_12,0,68249.89027783982,20474967.083351992
lab_15_13,0,29647.871840651555,8894361.552195469
lab_15_14,0,8335.5353329925,2500660.5998977497
lab_15_15,1,62896478.9647672,18617357773.571106
lab_15_16,1,26.910614718750004,6027.977697000002
lab_15_17,1,719874.0958175083,43912319.844868004
lab_15_18,1,44.53830172597477,578.9979224376722
lab_16_0,1,1431.247512467985,356380.6306045282
lab_16_1,1,2227437.2698972756,191559605.21116567
lab_16_2,0,152344.0737068781,45855566.18577033
lab_16_3,1,149574.20889441445,45021836.87721878
lab_16_4,1,48072.06269792742,12114159.799877707
lab_16_5,0,60048.74436031672,8526921.699164972
lab_16_6,0,14003.98367510983,924262.922557248
lab_16_7,1,261825.03890067546,52365007.78013512
lab_16_8,1,125160.02422965775,3003840.5815117853
lab_16_9,0,63936.221892781796,4603407.976280289
lab_17_0,0,96742.02203027152,29119348.631111693
lab_17_1,0,185124.83749859687,55722576.08707761
lab_17_2,0,43954.82771766764,13230403.143017953
lab_17_3,0,1754.7152604647304,278999.72641389223
lab_17_4,0,6906.309625054739,2078799.197141478
lab_17_5,0,232499.10121528906,14414944.275347924
lab_17_6,0,9.224995502045026,387.44981108589104
lab_17_7,0,526830.1109319045,136448998.73136318
lab_17_8,0,703205.9116132265,94229592.15617234
lab_17_9,0,1185.1110672365296,280871.3229350577
lab_17_10,0,7406.617497561714,2229391.8667660756
lab_17_11,0,333.2378288954573,18661.31841814561
lab_17_12,0,12641.12508881706,3564797.2750464138
lab_17_13,0,475619.9774490942,143161613.21217743
lab_17_14,0,75489.27992343,22722273.256952442
lab_17_15,0,494.3466257958948,148303.9877387683
lab_17_16,0,1052106.6096799648,178858123.64559412
lab_17_17,1,72304.98129875048,20823834.61404016
lab_17_18,0,196492.8093779933,55803957.863350086
lab_17_19,0,585284.5639830602,166220816.1711891
lab_17_20,0,1152.8253850591364,101448.63388520393
lab_17_21,0,1721.4606349787598,487173.3596989883
lab_17_22,0,34776.33953953102,9841704.089687277
lab_17_23,0,3.6920040076007625,103.37611221282133
lab_17_24,0,28340.369322663802,6971730.853375296
lab_17_25,0,391457.94673667924,95515739.00374977
lab_17_26,0,56529.05420593494,11871101.38324634
lab_17_27,0,470691.28093788045,68720927.01693055
lab_17_28,0,542082.5172767795,76975717.45330265
lab_17_29,0,303902.8448620767,35556632.848862976
lab_17_30,0,701.7209933631715,26665.397747800514
lab_18_0,0,20467.26814025153,6140180.442075467
lab_18_1,1,44221.89176018534,13266567.528055606
lab_18_2,0,1844.8076258480585,180791.14733310975
lab_18_3,0,45919.64882431638,11755430.099024992
lab_18_4,0,39465.82485940926,7459040.898428347
lab_18_5,0,55454.92417425713,7763689.384396
lab_18_6,1,272425.7409483512,19614653.34828129
sim_0_0,1,2607624402.2857137,146026966528.0
sim_0_1,1,369216769.5114949,111134247622.95999
sim_0_2,1,95149.53846153847,2473888.0
sim_0_3,1,120288.28309452784,11908540.026358254
sim_0_4,1,1009396.0217496966,303828202.5466586
sim_0_5,1,16011283.877001671,4819396446.977498
sim_0_6,0,59909.52375139032,7967966.658934914
sim_0_7,0,2171.8372093023254,653723.0
sim_0_8,0,9.55128407908429,1193.910509885535
sim_0_9,0,424687.7048506571,127830999.16004787
sim_0_10,0,8914.76905810262,2683345.4864888876
sim_0_11,0,270635.4651162797,81461275.0
sim_1_0,1,3690162.3022417263,321044120.29503024
sim_1_1,1,0.0,0.0
sim_1_2,1,495985.16680249636,61998145.85031204
sim_1_3,1,506603.9092862504,54206618.29362881
sim_1_4,1,1658020.997147684,124351574.78607622
sim_1_5,1,6977478.236825717,2100220949.2845426
sim_1_6,0,381341.1016788052,114783671.6053203
sim_1_7,0,602.001364308561,181202.41065687704
sim_1_8,0,48802.94655838824,14689686.914074868
sim_1_9,0,686845.9994257378,83108365.93051426
sim_1_10,0,762797.4043308082,58735400.13347218
sim_1_11,0,772417.5709032398,87283185.51206613
sim_1_12,0,1459082.5122448974,43772475.36734694
sim_1_13,0,7573.7138433370255,2279687.866844447
sim_1_14,0,62613.205252921034,18846574.781129234
sim_1_15,0,46828.80913900089,14095471.550839258
sim_2_0,1,432298.93179183645,114126917.99304482
sim_2_1,1,2693232.6187027427,126581933.07902895
sim_2_2,1,97670.43300877124,4199828.619377162
sim_2_3,1,4572964.256902679,713382424.0768179
sim_2_4,1,420155.7645105347,83190841.37308587
sim_2_5,1,inf,inf
sim_2_6,0,28.440086704729282,6143.058728221523
sim_2_7,0,639109.463939579,142521410.45852607
sim_2_8,0,69847.19918082788,5937011.93037037
sim_2_9,0,317556.80357142864,17783181.0
sim_2_10,0,10.227675914642779,715.9373140249947
sim_2_11,0,136021.76396237506,2856457.0432098773
sim_3_0,1,1401.5329803234442,347580.1791202141
sim_3_1,1,422.3341145833326,16893.364583333307
sim_3_2,1,7010726.785714285,294450525.0
sim_3_3,1,1043288.0415122871,314029700.49519837
sim_3_4,1,4918289.281433469,1480405073.7114744
sim_3_5,1,862054.3834032608,79309003.2731
sim_3_6,0,13.296698296693627,1249.889639889201
sim_3_7,0,4300.912228603951,765562.3766915033
sim_3_8,0,4605.075279824698,755232.3458912506
sim_3_9,0,767626.4096590648,86741784.29147431
sim_3_10,0,66786.42598022752,20102714.220048476
sim_4_0,1,1349338.3371742226,406150839.48944134
sim_4_1,1,9887.269093604678,2976067.997175014
sim_4_2,1,19787.96686639214,4531444.4124038005
sim_4_3,1,1005517.4572797245,169932450.28027344
sim_4_4,1,4806870.505352958,1446868022.1112425
sim_4_5,0,172963.56227625394,11934485.797061525
sim_4_6,0,679929.4011896064,95190116.16654493
sim_4_7,0,16.67321639329188,3934.879068816882
sim_4_8,0,988460.2350437314,49423011.75218659
sim_4_9,0,330030.59337439126,29702753.4036952
sim_4_10,0,967.7176079734222,291283.0
sim_4_11,0,68093.52724621563,20496151.7011109
sim_5_0,1,11382402.413210224,626032132.7265625
sim_5_1,1,5156.006377267962,1526177.8876713163
sim_5_2,1,7761.464893329734,108660.50850661627
sim_5_3,1,1145.3239679700098,138584.20012437098
sim_5_4,0,341366.5316940012,102751326.0398943
sim_5_5,0,3.9202959295071533,897.7477678571377
sim_5_6,0,635742.279542026,162114281.28321657
sim_5_7,0,73890.87145280033,22241152.30729292
sim_5_8,0,2.4081709786041086,373.2665016836368
sim_5_9,0,250626.37264550154,11528813.141693072
sim_5_10,0,3.704480884049119,755.7141003460206
sim_5_11,0,43543.420588651,13106569.597183963
sim_6_0,1,13348.649181539282,4017943.4036433245
sim_6_1,1,563125.897051657,32098176.131944433
sim_6_2,1,51349.07676317114,11399495.04142399
sim_6_3,1,139861542.24242425,3076953929.333333
sim_6_4,1,1284771.108395357,386716103.62700236
sim_6_5,1,1575.2837187364776,474160.39933967945
sim_6_6,0,204729.1857107983,51387025.61341037
sim_6_7,0,521546.58633304376,124649634.13359745
sim_6_8,0,108041.27789440281,11992581.846278708
sim_6_9,0,43493.85053428782,13091649.010820638
sim_6_10,0,325989.70624900184,43682620.63736623
sim_6_11,0,356357.75900923915,106550969.94376253
sim_6_12,0,3.4305583825225607,174.95847750865062
sim_7_0,1,88618.76790197576,23040879.654513694
sim_7_1,1,626677.7001662999,188629987.75005624
sim_7_2,1,163790.97775009516,3112028.5772518073
sim_7_3,1,51.68181818181821,2274.0
sim_7_4,1,895671.6268861453,8061044.641975308
sim_7_5,1,20289.740023048555,2982591.783388135
sim_7_6,1,4.428571428571428,124.0
sim_7_7,1,144099.13728663637,21038474.043848895
sim_7_8,1,7809062.948812694,2170919499.769931
sim_7_9,0,542.3733291693055,128000.10568395595
sim_7_10,0,80939.79538674054,13921644.806519374
sim_7_11,0,923784.5533888228,27713536.601664685
sim_7_12,0,3.7286149355831477,667.4220734693832
sim_7_13,0,63.94552925170066,18799.98560000001
sim_7_14,0,162129.66918383323,48801030.42433379
sim_8_0,1,2268492.863052491,682816351.7787993
sim_8_1,1,231159.85333333333,40915294.04000001
sim_8_2,1,1683189.6998891677,424163804.3720703
sim_8_3,1,2880.4387592502553,587609.5068870519
sim_8_4,1,602088.0083718853,166778378.31901243
sim_8_5,1,38388.11444339013,10096074.098611606
sim_8_6,0,658305.460247427,152068561.3171557
sim_8_7,0,18336.91101737643,2842221.2076933463
sim_8_8,0,4549.006644518268,1369251.0
sim_8_9,0,3936.985992743041,610232.8288751714
sim_9_0,1,114327.39327804657,34412545.37669198
sim_9_1,1,174134.53781701,35871714.79030402
sim_9_2,1,2836582.6613936634,808426058.4971951
sim_9_3,1,46143.73949523591,13889265.588065997
sim_9_4,1,1182.540658602151,293270.0833333327
sim_9_5,1,3233.5506973730976,973298.7599093026
sim_9_6,1,3193931.086673616,961373257.088758
sim_9_7,0,0.9521767344750691,63.79584120982961
sim_9_8,0,51934.15342753669,7270781.479855139
sim_9_9,0,8.13419755996938,1529.2291412742438
sim_9_10,0,679127.4114187554,67233613.7304568
sim_10_0,1,16020.165371960133,4822069.776960005
sim_10_1,0,32568.823214285723,683945.2875000001
sim_10_2,0,1842.7355816544073,298523.16422801395
sim_10_3,0,392375.2036174409,18441634.570019722
sim_10_4,0,34756.11263838914,8271954.807936614
sim_10_5,0,123588.06361015042,26818609.80340263
sim_10_6,0,3.6180391335763855,719.9897875817012
sim_10_7,0,698022.6646385675,152866963.55584648
sim_10_8,0,366056.7090733506,110183069.43107845
sim_11_0,1,519564.24043209874,5195642.404320987
sim_11_1,1,6876.166513129284,1664032.2961772853
sim_11_2,1,34574.90373157188,10407046.023203123
sim_11_3,1,129413.72828955509,22776816.17896169
sim_11_4,1,6882259.1504050465,467993622.22754306
sim_11_5,1,230875.28233305155,1616126.9763313609
sim_11_6,0,584743.4412270234,164897650.42602044
sim_11_7,0,2.704791666666675,64.91500000000022
sim_11_8,0,8634.856701793982,2599091.867239987
sim_11_9,0,528279.298597368,159012068.87780765
sim_11_10,0,24.98711438430169,5772.023422773687
sim_11_11,0,28168.803879512983,8478809.967733404
sim_11_12,0,95507.85294194972,28747863.735526867
sim_11_13,0,4.239665151247178,801.2967135857168
sim_12_0,1,24183.78656462585,5368800.617346934
sim_12_1,1,691974.4819284556,138394896.38569126
sim_12_2,1,42464.79234537528,12781902.49595796
sim_12_3,1,8360.638348265242,1897864.9050562088
sim_12_4,1,345565747.8272532,80516819243.75
sim_12_5,1,55264.79130498008,16634702.182799
sim_12_6,0,760.0444107788852,228773.36764444417
sim_12_7,0,235265.9684301599,70815056.4974781
sim_12_8,0,199248.10218698846,27496238.10180439
sim_12_9,0,953.2384531919413,286924.7744107743
sim_12_10,0,118013.56433706473,35522082.86545651
sim_12_11,0,507780.29126213596,52301370.0
sim_12_12,0,2.7689092996555664,185.51692307692298
sim_13_0,1,4666.144131207869,835239.799486209
sim_13_1,1,160196608.0104167,3844718592.25
sim_13_2,1,10000.87097185768,1270110.6134259254
sim_13_3,1,662293.8559171595,89409670.54881659
sim_13_4,1,1887005.3707224436,567988616.5874557
sim_13_5,1,304717.4427871062,49973660.617085434
sim_13_6,0,627913.0625254075,119931394.94235279
sim_13_7,0,157070.89423839527,47278339.16575697
sim_13_8,0,1.793136427566804,141.65777777777745
sim_13_9,0,1006246.2488784307,58362282.434948996
sim_13_10,0,255173.8892724336,76807340.6710026
sim_13_11,0,685429.3493750001,87734956.72000001
sim_14_0,1,24973101.191153847,5194405047.760001
sim_14_1,1,367274.5425125482,110549637.29627712
sim_14_2,1,95975.12670275921,24761582.689311888
sim_14_3,1,236912.79734432252,71310752.00064097
sim_14_4,1,1466.172935432104,243384.70728172924
sim_14_5,0,1177333.2387681059,77703993.75869496
sim_14_6,0,225211.20836619174,66212095.25966036
sim_14_7,0,1.36005859375,108.8046875
sim_14_8,0,514200.54421535996,145518754.0129469
sim_14_9,0,284575.57550756016,85657248.22777565
sim_14_10,0,302731.5849806711,83251185.86968447
sim_14_11,0,4.534451996056853,1065.5962190733608
sim_15_0,1,13995.656659855596,2407252.9454951617
sim_15_1,1,31682.815210989356,9536527.378507799
sim_15_2,1,309991499.200431,8989753476.8125
sim_15_3,1,96406881.89985758,29018471451.857155
sim_15_4,1,1954146.0560655803,588197962.87574
sim_15_5,0,3.336690710622309,337.0057617728531
sim_15_6,0,667.9799816345269,30059.099173553703
sim_15_7,0,123209.0387202859,23902553.511735484
